"Station.ID","Test.Number","Project.Code","Sample.ID","First.Trigger.Date","Collection_Date","Sample.Type.New","Collection.Method","Depth","Depth.Unit","Matrix","Test.Name","Storet.Code","Method","Measure.Date","Value","Sigfig.Value","Uncertainty","MDL","PQL","RDL","Units","Remark.Code","Flag","Receive.Date","LIMS.Number","Collection.Agency","Source","Owner","Validation.Level","Validator","Sampling.Purpose","Data.Investigation","T.Depth","Upper.Depth","Lower.Depth","DCS.METERS.","Filtration.Date","Sample.Type","QC.Type","Discharge","Up.Down.Stream","Weather.Code","Program.Type","NDEC","Sample.Comments","Result.Comments"
"CES03",99,"CESWQ","P62969-12",NA,2013-03-12 14:14:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",1.2,1.2,"+/- 0.218",NA,NA,NA,"SDU","",NA,"","40058012","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",2,"",NA
"CES03",11,"CESWQ","P62969-12",NA,2013-03-12 14:14:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",0.8,0.8,"+/- 0.218",NA,NA,NA,"meters","",NA,"","40058012","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",2,"",NA
"CES03",179,"CESWQ","P92909-3",NA,2018-04-18 10:03:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","04-MAY-2018 00:50",8.04,8.04,"+/- 0.539",0.018,0.071,0.018,"ug/L","",NA,"19-APR-2018 10:37","64103003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"19-APR-2018 12:52",3,NA,0,0,0,"MON",NA,"Ebb. Calm. [FKPAR] cancelled.",NA
"CES03",12,"CESWQ","P87452-7",NA,2017-06-21 12:23:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","23-JUN-2017 08:25",5.2,5.2,"+/- 0.2",0.1,0.4,0.1,"NTU","",NA,"22-JUN-2017 10:35","59215007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"S wind 10mph, overcast",NA
"CES03",13,"CESWQ","P72161-7",NA,2014-07-08 12:01:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","09-JUL-2014 14:00",84,84,"+/- 15",1,4,1,"PCU","",NA,"09-JUL-2014 10:34","46807007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",0,"SECCHI ON BOTTOM. Winds South 5-10. Rippled surface. Ebb tide",NA
"CES03",11,"CESWQ","P72160-8",NA,2014-09-09 12:46:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","09-SEP-2014 12:46",1.3,1.3,"",NA,NA,NA,"meters","",NA,"10-SEP-2014 11:21","46811008","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",2,"Outgoing tide. Rippled surface. South wind at 5. Upper 80's. Partly cloudy.",NA
"CES03",179,"CESWQ","P85050-7",NA,2016-11-08 12:43:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","30-NOV-2016 14:45",4.98,4.98,"+/- 0.534",0.036,0.142,0.036,"ug/L","",NA,"09-NOV-2016 10:04","57285015","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"09-NOV-2016 15:04",3,NA,0,0,3,"MON",NA,"Incoming tide. Rippled surface. NE wind at ~ 5. . K-value:2.14 R-square:0.95",NA
"CES03",16,"CESWQ","P55421-2",NA,2012-11-05 13:52:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","07-NOV-2012 09:32",-3,-3,"+/- 3",3,12,3,"mg/L","U",NA,"06-NOV-2012 12:32","32389002","WMD","WMD","WMD",2,"WMD","PD","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",1,"Calm, SW wind 0-5, brown water, slack low tide",NA
"CES03",13,"CESWQ","P72162-7",NA,2014-08-12 12:25:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","13-AUG-2014 13:41",150,150,"+/- 27",1,4,1,"PCU","",NA,"13-AUG-2014 10:47","46808007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",0,"slack tide calm seas sw winds 15 mph",NA
"CES03",13,"CESWQ","P59344-1",NA,2013-02-25 15:11:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","26-FEB-2013 14:17",70,70,"+/- 7",1,4,1,"PCU","",NA,"26-FEB-2013 11:45","37514001","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",0,"Hazy, SSE wind 5-10, calm, slack high tide, tannin-stained water",NA
"CES03",11,"CESWQ","P48236-2",NA,2010-06-29 08:30:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",0.85,0.85,"",NA,NA,NA,"meters","",NA,"","23018002","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",2,"Low flow at station.  No chop.  Wind 0-5 mph.  Sample light yellow, low solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",NA
"CES03",98,"CESWQ","P107670-8",NA,2019-08-21 10:15:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"SFWMD-FSQM","21-AUG-2019 10:19",0.19,0.2,"",NA,NA,NA,"PSU","",NA,"22-AUG-2019 09:36","71919008","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Calm, outgoing tide. Partly cloudy, wind 1-3 mph, temperature in high 80s F. P107719 is associated with this trip.",NA
"CES03",99,"CESWQ","P54057-3",NA,2011-12-20 12:48:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",1.8,1.8,"",NA,NA,NA,"SDU","",NA,"","30586003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",2,"outgoing tide winds 5 mph se slight overcast glassy waters  mid 80s",NA
"CES03",179,"CESWQ","P91018-7",NA,2017-12-20 08:22:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","16-JAN-2018 20:41",2.94,2.94,"+/- 0.198",0.018,0.071,0.018,"ug/L","",NA,"21-DEC-2017 09:56","62436007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"21-DEC-2017 12:38",3,NA,0,0,0,"MON",NA,"",NA
"CES03",99,"CESWQ","P93633-7",NA,2018-06-26 09:14:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","26-JUN-2018 09:14",1.5,1.5,"",NA,NA,NA,"SDU","",NA,"27-JUN-2018 09:36","64835007","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"BGA present in water column. Outgoing tide.",NA
"CES03",11,"CESWQ","P91940-7",NA,2018-02-06 10:46:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","06-FEB-2018 10:46",0.7,0.7,"",NA,NA,NA,"meters","",NA,"07-FEB-2018 11:09","63353007","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Ebb. Slight chop. [FKPAR] cancelled.",NA
"CES03",99,"CESWQ","P55421-2",NA,2012-11-05 13:52:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",4,4,"+/- 0.007",NA,NA,NA,"SDU","",NA,"","32389002","WMD","WMD","WMD",2,"WMD","PD","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",2,"Calm, SW wind 0-5, brown water, slack low tide",NA
"CES03",13,"CESWQ","P78529-8",NA,2015-09-15 12:48:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","16-SEP-2015 15:02",165,165,"+/- 30",1,4,1,"PCU","",NA,"16-SEP-2015 11:10","51723008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,6,"MON",0,"thunder storms starting to come in did not get data for PAR due to lighting and rain called manager and will try to get ces02 tomorrow after rook trip",NA
"CES03",99,"CESWQ","P85050-7",NA,2016-11-08 12:43:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","08-NOV-2016 12:43",2.1,2.1,"",NA,NA,NA,"SDU","",NA,"09-NOV-2016 10:04","57285015","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",2,"Incoming tide. Rippled surface. NE wind at ~ 5. . K-value:2.14 R-square:0.95",NA
"CES03",61,"CESWQ","P49720-5",NA,2010-10-27 08:45:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A",49128,"SM10200H","19-NOV-2010 10:01",11,11,"",1,4,1,"mg/m^3","",NA,"28-OCT-2010 09:40","24896005","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,1,"MON",1,"Low flow at station.  No chop. No wind.  Sample light yellowish brown, low solids.  PAR:  Clear sky, 100% sun.",NA
"CES03",179,"CESWQ","P76134-8",NA,2014-12-09 14:00:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","29-DEC-2014 22:29",1.4,1.4,"+/- 0.146",0.036,0.142,0.036,"ug/L","",NA,"10-DEC-2014 11:12","49490008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",NA,"Incoming tide. Cloudy, N wind at 5 and gusting to 10. Rippled surface.",NA
"CES03",13,"CESWQ","P48236-2",NA,2010-06-29 08:30:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","30-JUN-2010 13:32",55,55,"",1,4,1,"PCU","",NA,"30-JUN-2010 10:53","23018002","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",0,"Low flow at station.  No chop.  Wind 0-5 mph.  Sample light yellow, low solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",NA
"CES03",12,"CESWQ","P76135-8",NA,2015-03-10 13:25:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","12-MAR-2015 07:35",3,3,"+/- 0.2",0.1,0.4,0.1,"NTU","",NA,"11-MAR-2015 12:47","49491008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",1,"calm, west wind 10-20mph, outgoing tide.",NA
"CES03",98,"CESWQ","P32633-40",NA,2008-09-16 13:15:00,"SAMP","G",0.5,"","SA","SALINITY",480,"","16-SEP-2008 13:19",0.21,0.2,"",NA,NA,NA,"PSU","",NA,"17-SEP-2008 08:42","3434040","FWEC","WMD","WMD",2,"WMD","BA","NO",6.5,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Mike Tompkins (SFWMD) onsite at station.  Low to moderate flow at site, no chop.  Sample light yellowish brown, low solids.  PAR:  Slightly cloudy, 75% sun, 25% cloud cover.",NA
"CES03",16,"CESWQ","P47259-5",NA,2010-04-27 09:00:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","29-APR-2010 09:39",4,4,"",3,12,3,"mg/L","I",NA,"28-APR-2010 10:53","21761005","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,1,"MON",1,"Low flow at station.  No chop.  No wind.  Sample medium yellowish brown, moderate soilds.  PAR:  Clear sky, 100% sun.",NA
"CES03",99,"CESWQ","P55417-2",NA,2012-07-17 11:48:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",NA,"","",1.7,1.7,"+/- 0.586",NA,NA,NA,"SDU","",NA,"","32385002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,6,"MON",2,"raining se wind 10 mph light chop low 80s slack tide",NA
"CES03",98,"CESWQ","P48236-2",NA,2010-06-29 08:30:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"","29-JUN-2010 08:31",0.22,0.2,"",NA,NA,NA,"PSU","",NA,"30-JUN-2010 10:53","23018002","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Low flow at station.  No chop.  Wind 0-5 mph.  Sample light yellow, low solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",NA
"CES03",11,"CESWQ","P114997-8",NA,2020-02-19 08:46:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","19-FEB-2020 08:46",1.1,1.1,"",NA,NA,NA,"meters","",NA,"20-FEB-2020 09:19","75023008","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Outgoing tide. Calm water. Mostly cloudy sky.",NA
"CES03",13,"CESWQ","P72163-7",NA,2014-10-14 12:07:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","15-OCT-2014 15:47",168,168,"+/- 30",1,4,1,"PCU","",NA,"15-OCT-2014 10:58","46809007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,4,"MON",0,"SE wind at around 5mph and gusting to 10. Rippled surface. Mostly cloudy. Outgoing tide.",NA
"CES03",13,"CESWQ","P107672-8",NA,2019-11-20 08:41:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","22-NOV-2019 06:36",112,112,"+/- 20",1,4,1,"PCU","",NA,"21-NOV-2019 09:21","71921008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",0,"Calm, slack tide. Partly cloudy, wind 1 mph, temperature in low 60s F.",NA
"CES03",61,"CESWQ","P47865-2",NA,2010-05-25 08:30:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A",49128,"SM10200H","08-JUN-2010 12:50",4,4,"",1,4,1,"mg/m^3","",NA,"26-MAY-2010 10:35","22555002","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,1,"MON",1,"Low outgoing flow at station.   No chop.  No wind.  Sample light yellow, low solids.  PAR:  Clear sky, 100% sun.",NA
"CES03",16,"CESWQ","P52365-3",NA,2011-09-13 11:29:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM 2540 D","15-SEP-2011 10:09",-3,-3,"",3,12,3,"mg/L","U",NA,"14-SEP-2011 10:33","28486003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"Wind and seas calm, ebb tide",NA
"CES03",13,"CESWQ","P104395-8",NA,2019-06-19 10:09:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","20-JUN-2019 14:04",95,95,"+/- 17",1,4,1,"PCU","",NA,"20-JUN-2019 09:37","70499008","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",0,"Calm. Outgoing tide. Wind is still. Mostly cloudy with intermittent showers.",NA
"CES03",11,"CESWQ","P62985-11",NA,2013-07-02 13:50:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",0.3,0.3,"+/- 0.008",NA,NA,NA,"meters","",NA,"","40065011","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,6,"MON",2,"rain, heavy lightening, waited 15 min for sample, wind s 8 with 15 gusts, slack tide",NA
"CES03",11,"CESWQ","P52368-2",NA,2011-08-03 09:55:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",0.8,0.8,"",NA,NA,NA,"meters","",NA,"","28492011","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",2,"Cldy, Wind W 5-10, rippled surface, light ebb tide",NA
"CES03",12,"CESWQ","P38725-3",NA,2008-05-19 14:35:00,"SAMP","G",0.5,"","SA","TURBIDITY",82079,"SM2130B","20-MAY-2008 13:00",3.6,3.6,"",0.1,0.4,0.1,"NTU","",NA,"20-MAY-2008 11:25","11072003","FWEC","WMD","WMD",2,"WMD","BA","NO",2.55,NA,NA,NA,"",3,NA,1,0,4,"MON",1,"sample is lt yellow;PAR-cloudy last reading 1.0m",NA
"CES03",12,"CESWQ","P87451-7",NA,2017-05-16 14:02:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","18-MAY-2017 10:22",2.7,2.7,"+/- 0.1",0.1,0.4,0.1,"NTU","",NA,"17-MAY-2017 10:54","59214007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",1,"Light chop, outgoing tide, partly cloudy skies, winds ESE 10-15kts, K:1.15 Rsqr:0.98",NA
"CES03",11,"CESWQ","P110994-3",NA,2020-03-12 09:46:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","12-MAR-2020 09:46",1.4,1.4,"",NA,NA,NA,"meters","",NA,"13-MAR-2020 09:56","73236003","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Outgoing tide. Mostly sunny with some clouds. Calm wind. Slick calm water surface.",NA
"CES03",99,"CESWQ","P107674-9",NA,2020-04-28 09:21:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","28-APR-2020 09:21",6,6,"",NA,NA,NA,"SDU","",NA,"29-APR-2020 10:16","71922009","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Outgoing tide. Calm conditions. 1 filter used to process samples. Filter turned light brown green.",NA
"CES03",12,"CESWQ","P102020-9",NA,2019-01-22 10:30:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","23-JAN-2019 14:09",2.1,2.1,"+/- 0.1",0.1,0.4,0.1,"NTU","",NA,"23-JAN-2019 10:08","69446009","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Light Ebb tide. Calm.",NA
"CES03",11,"CESWQ","P64640-12",NA,2013-09-10 12:53:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",0.53,0.53,"+/- 0.164",NA,NA,NA,"meters","",NA,"","41407012","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,5,"MON",2,"Wind NE 8-10, lt chop, ebb tide",NA
"CES03",99,"CESWQ","P107671-8",NA,2019-09-24 09:12:00,"SAMP","G",0.5,"m","SA","DEPTH, TOTAL",82903,"SFWMD-FSQM","24-SEP-2019 09:12",4,4,"",NA,NA,NA,"SDU","",NA,"25-SEP-2019 10:22","71920008","WMD","FLD","WMD",2,"WMD","BA","CA",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",2,"Flood tide. Calm",NA
"CES03",61,"CESWQ","P48229-5",NA,2010-07-28 08:30:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A",49128,"SM10200H","18-AUG-2010 10:40",33,33,"",1,4,1,"mg/m^3","",NA,"29-JUL-2010 10:37","23011005","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Very low flow at station.  No chop.  No wind.  Sample light yellow, low solids.  PAR:  Partly cloudy, 75% sun, 25% cloud cover.",NA
"CES03",98,"CESWQ","P87096-8",NA,2017-01-11 13:15:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"SFWMD-FSQM","11-JAN-2017 13:21",2.35,2.4,"",NA,NA,NA,"PSU","",NA,"12-JAN-2017 14:25","58934008","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"",NA
"CES03",11,"CESWQ","P87450-7",NA,2017-03-14 14:28:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",78,"SFWMD-FSQM","14-MAR-2017 14:28",0.9,0.9,"",NA,NA,NA,"meters","",NA,"15-MAR-2017 10:42","59213007","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,2,0,2,"MON",2,"NW wind at 15-20 and gusting higher, 1 foot seas. Incoming tide.",NA
"CES03",98,"CESWQ","P93632-8",NA,2018-07-24 10:36:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"SFWMD-FSQM","24-JUL-2018 10:42",0.16,0.2,"",NA,NA,NA,"PSU","",NA,"25-JUL-2018 09:52","64839008","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Flood tide; BGA present in water column and samples; experienced brief rain shower",NA
"CES03",179,"CESWQ","P82646-7",NA,2016-03-08 13:23:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","28-MAR-2016 16:03",6.41,6.41,"+/- 0.687",0.036,0.142,0.036,"ug/L","",NA,"09-MAR-2016 11:27","55164007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",NA,"Rippled surface, slight incoming tide, SE wind at 5 and gusting. K value: 2.65",NA
"CES03",16,"CESWQ","P92910-7",NA,2018-05-15 10:30:00,"SAMP","G",0.5,"m","SA","TOTAL SUSPENDED SOLIDS",530,"SM2540D","16-MAY-2018 10:31",4,4,"+/- 3",3,12,3,"mg/L","I",NA,"16-MAY-2018 10:10","64102007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",1,"Calm. Ebb",NA
"CES03",13,"CESWQ","P42292-3",NA,2009-02-24 10:53:00,"SAMP","G",0.5,"","SA","COLOR",80,"SM2120C","25-FEB-2009 15:23",57,57,"",1,4,1,"PCU","",NA,"25-FEB-2009 10:39","15332003","FWEC","WMD","WMD",2,"WMD","BA","NO",6.1,NA,NA,NA,"",3,NA,1,0,1,"MON",0,"Low flow at station.  Very low chop.  Wind 5-10 mph.  Sample medium yellow, low solids.  PAR:  Clear sky, 100% sun.",NA
"CES03",98,"CESWQ","P87449-7",NA,2017-02-14 13:57:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"SFWMD-FSQM","14-FEB-2017 14:03",1.75,1.8,"",NA,NA,NA,"PSU","",NA,"15-FEB-2017 09:05","59212007","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"",NA
"CES03",179,"CESWQ","P68856-7",NA,2014-04-09 13:41:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","22-APR-2014 18:25",4.25,4.25,"+/- 0.266",0.036,0.142,0.036,"ug/L","",NA,"10-APR-2014 09:34","44475007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,2,"MON",NA,"Wind NW 10-15, lt chop on lee shore, ebb tide",NA
"CES03",11,"CESWQ","P55414-2",NA,2012-04-17 11:18:00,"SAMP","G",0.5,"m","SA","SECCHI DISK DEPTH",NA,"","",1.1,1.1,"",NA,NA,NA,"meters","",NA,"","32381002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",2,"outgoing tide se winds 10 to 15 lite chop mid 80s",NA
"CES03",179,"CESWQ","P76127-7",NA,2015-04-14 13:23:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","06-MAY-2015 18:22",7.38,7.38,"+/- 0.790",0.036,0.142,0.036,"ug/L","",NA,"15-APR-2015 10:39","49485007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",NA,"S wind around 5, slack tie, calm surface, partly cloudy.K value: 1.30",NA
"CES03",13,"CESWQ","P55413-3",NA,2012-03-14 10:43:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","15-MAR-2012 15:19",46,46,"",1,4,1,"PCU","",NA,"15-MAR-2012 13:41","32380003","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",0,"incoming tide mid 80s flats seas e winds 10 mph",NA
"CES03",13,"CESWQ","P91941-7",NA,2018-03-27 08:47:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","28-MAR-2018 14:46",63,63,"+/- 11",1,4,1,"PCU","",NA,"28-MAR-2018 10:10","63354007","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,0,"MON",0,"YSI will not display all readings, seems to be a connection error, all readouts are correctly selected. YSI not recognizing probes, this started at the 2nd site unable to collect all readings, slack tide",NA
"CES03",61,"CESWQ","P38725-3",NA,2008-05-19 14:35:00,"SAMP","G",0.5,"","SA","CHLOROPHYLL-A",49128,"SM10200H","05-JUN-2008 15:47",20,20,"",1,4,1,"mg/m^3","",NA,"20-MAY-2008 11:25","11072003","FWEC","WMD","WMD",2,"WMD","BA","NO",2.55,NA,NA,NA,"",3,NA,1,0,4,"MON",1,"sample is lt yellow;PAR-cloudy last reading 1.0m",NA
"CES03",98,"CESWQ","P55419-3",NA,2012-09-19 14:11:00,"SAMP","G",0.5,"m","SA","SALINITY",480,"","19-SEP-2012 14:14",0.21,0.2,"",NA,NA,NA,"PSU","",NA,"20-SEP-2012 09:37","32387003","WMD","FLD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,2,"MON",1,"Very light chop, SW wind 5-10, brown water",NA
"CES03",179,"CESWQ","P55418-2",NA,2012-08-01 12:07:00,"SAMP","G",0.5,"m","SA","CHLOROPHYLL-A(LC)",98011,"EPA 447.0","08-AUG-2012 21:16",16.8,16.8,"+/- 1.04",0.053,0.213,0.053,"ug/L","",NA,"02-AUG-2012 09:09","32386002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,3,"MON",NA,"slack tide mid 80s smooth waters light sw winds",NA
"CES03",12,"CESWQ","P51506-2",NA,2011-04-21 12:25:00,"SAMP","G",0.5,"m","SA","TURBIDITY",82079,"SM2130B","22-APR-2011 12:00",1.8,1.8,"",0.1,0.4,0.1,"NTU","",NA,"22-APR-2011 11:36","27274002","WMD","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,0,0,1,"MON",1,"Wind ESE 5-10, slight ebb tide",NA
"CES03",13,"CESWQ","P49720-5",NA,2010-10-27 08:45:00,"SAMP","G",0.5,"m","SA","COLOR",80,"SM2120C","28-OCT-2010 17:14",75,75,"",1,4,1,"PCU","",NA,"28-OCT-2010 09:40","24896005","FWEC","WMD","WMD",2,"WMD","BA","NO",NA,NA,NA,NA,"",3,NA,1,0,1,"MON",0,"Low flow at station.  No chop. No wind.  Sample light yellowish brown, low solids.  PAR:  Clear sky, 100% sun.",NA
